reconciliation_id,company_id,transaction_id,reconciliation_type,status,reconciled_amount,unreconciled_amount,currency,matched_record_count,bank_statement_reference,matched_on,reason_code,owner,notes,last_reviewed_at
REC-000394,CMP-NL-001,TXN-000419,bank_to_ledger,reconciled,183956.92,0.00,INR,1,BANK-20251109-000394,2025-11-18,,Asha Nair,Synthetic reconciliation record.,2025-11-19T17:30:00+05:30
REC-000395,CMP-NL-001,TXN-000388,invoice_to_payout,reconciled,357153.86,0.00,INR,1,BANK-20251111-000395,2025-11-14,,Neha Rao,Synthetic reconciliation record.,2025-11-12T17:30:00+05:30
REC-000396,CMP-NL-001,TXN-000397,bank_to_ledger,reconciled,44023.03,0.00,INR,1,BANK-20251111-000396,2025-11-19,,Neha Rao,Synthetic reconciliation record.,2025-11-15T17:30:00+05:30
REC-000397,CMP-NL-001,TXN-000402,invoice_to_payout,reconciled,90418.82,0.00,INR,1,BANK-20251111-000397,2025-11-25,,Asha Nair,Synthetic reconciliation record.,2025-11-26T17:30:00+05:30
REC-000398,CMP-NL-001,TXN-000428,invoice_to_payout,reconciled,62027.09,0.00,INR,1,BANK-20251111-000398,2025-11-15,,Rohit Menon,Synthetic reconciliation record.,2025-11-25T17:30:00+05:30
REC-000399,CMP-NL-001,TXN-000403,invoice_to_payout,reconciled,162342.04,0.00,INR,1,BANK-20251112-000399,2025-11-12,,Rohit Menon,Synthetic reconciliation record.,2025-12-01T17:30:00+05:30
REC-000400,CMP-NL-001,TXN-000418,bank_to_ledger,partially_reconciled,74402.20,87353.81,INR,1,BANK-20251112-000400,,amount_mismatch,Neha Rao,Synthetic reconciliation record.,2025-11-20T17:30:00+05:30
REC-000401,CMP-NL-001,TXN-000392,invoice_to_payout,reconciled,77583.36,0.00,INR,1,BANK-20251114-000401,2025-11-25,,Rohit Menon,Synthetic reconciliation record.,2025-11-24T17:30:00+05:30
REC-000402,CMP-NL-001,TXN-000394,invoice_to_payout,reconciled,101922.93,0.00,INR,1,BANK-20251114-000402,2025-11-29,,Kabir Shah,Synthetic reconciliation record.,2025-12-04T17:30:00+05:30
REC-000403,CMP-NL-001,TXN-000405,bank_to_ledger,reconciled,47790.54,0.00,INR,1,BANK-20251115-000403,2025-11-30,,Asha Nair,Synthetic reconciliation record.,2025-12-05T17:30:00+05:30
REC-000404,CMP-NL-001,TXN-000406,card_to_receipt,reconciled,35839.62,0.00,INR,1,BANK-20251115-000404,2025-11-22,,Neha Rao,Synthetic reconciliation record.,2025-11-18T17:30:00+05:30
REC-000405,CMP-NL-001,TXN-000417,invoice_to_payout,reconciled,576802.42,0.00,INR,1,BANK-20251116-000405,2025-12-01,,Neha Rao,Synthetic reconciliation record.,2025-11-23T17:30:00+05:30
REC-000406,CMP-NL-001,TXN-000424,invoice_to_payout,reconciled,298173.63,0.00,INR,1,BANK-20251116-000406,2025-11-17,,Neha Rao,Synthetic reconciliation record.,2025-12-04T17:30:00+05:30
REC-000407,CMP-NL-001,TXN-000399,card_to_receipt,reconciled,102497.67,0.00,INR,1,BANK-20251118-000407,2025-11-23,,Rohit Menon,Synthetic reconciliation record.,2025-11-26T17:30:00+05:30
REC-000408,CMP-NL-001,TXN-000414,card_to_receipt,reconciled,64958.66,0.00,INR,1,BANK-20251118-000408,2025-11-23,,Kabir Shah,Synthetic reconciliation record.,2025-12-05T17:30:00+05:30
REC-000409,CMP-NL-001,TXN-000421,invoice_to_payout,reconciled,131226.32,0.00,INR,1,BANK-20251118-000409,2025-11-30,,Asha Nair,Synthetic reconciliation record.,2025-11-26T17:30:00+05:30
REC-000410,CMP-NL-001,TXN-000413,bank_to_ledger,reconciled,38758.99,0.00,INR,1,BANK-20251119-000410,2025-11-29,,Rohit Menon,Synthetic reconciliation record.,2025-11-26T17:30:00+05:30
REC-000411,CMP-NL-001,TXN-000434,bank_to_ledger,reconciled,93823.19,0.00,INR,1,BANK-20251119-000411,2025-12-02,,Kabir Shah,Synthetic reconciliation record.,2025-12-08T17:30:00+05:30
REC-000412,CMP-NL-001,TXN-000436,invoice_to_payout,partially_reconciled,13194.87,6856.67,INR,1,BANK-20251120-000412,,amount_mismatch,Neha Rao,Synthetic reconciliation record.,2025-12-09T17:30:00+05:30
REC-000413,CMP-NL-001,TXN-000423,bank_to_ledger,partially_reconciled,209208.93,103649.63,INR,1,BANK-20251121-000413,,amount_mismatch,Kabir Shah,Synthetic reconciliation record.,2025-12-09T17:30:00+05:30
REC-000414,CMP-NL-001,TXN-000439,bank_to_ledger,unreconciled,0.00,112492.57,INR,0,,,missing_receipt,Neha Rao,Synthetic reconciliation record.,2025-12-06T17:30:00+05:30
REC-000415,CMP-NL-001,TXN-000440,invoice_to_payout,reconciled,28264.70,0.00,INR,1,BANK-20251124-000415,2025-12-09,,Asha Nair,Synthetic reconciliation record.,2025-12-10T17:30:00+05:30
REC-000416,CMP-NL-001,TXN-000395,invoice_to_payout,unreconciled,0.00,38526.19,INR,0,,,missing_receipt,Asha Nair,Synthetic reconciliation record.,2025-12-08T17:30:00+05:30
REC-000417,CMP-NL-001,TXN-000400,bank_to_ledger,reconciled,34660.05,0.00,INR,1,BANK-20251126-000417,2025-12-10,,Asha Nair,Synthetic reconciliation record.,2025-12-11T17:30:00+05:30
REC-000418,CMP-NL-001,TXN-000422,invoice_to_payout,reconciled,147859.00,0.00,INR,1,BANK-20251126-000418,2025-12-04,,Rohit Menon,Synthetic reconciliation record.,2025-12-07T17:30:00+05:30
REC-000419,CMP-NL-001,TXN-000385,bank_to_ledger,reconciled,670345.51,0.00,INR,1,BANK-20251127-000419,2025-12-02,,Neha Rao,Synthetic reconciliation record.,2025-12-09T17:30:00+05:30
REC-000420,CMP-NL-001,TXN-000390,card_to_receipt,reconciled,28831.61,0.00,INR,1,BANK-20251127-000420,2025-12-12,,Asha Nair,Synthetic reconciliation record.,2025-12-12T17:30:00+05:30
REC-000421,CMP-NL-001,TXN-000391,card_to_receipt,reconciled,101904.45,0.00,INR,1,BANK-20251127-000421,2025-12-01,,Neha Rao,Synthetic reconciliation record.,2025-12-02T17:30:00+05:30
REC-000422,CMP-NL-001,TXN-000420,card_to_receipt,reconciled,161265.65,0.00,INR,1,BANK-20251127-000422,2025-11-28,,Asha Nair,Synthetic reconciliation record.,2025-12-16T17:30:00+05:30
REC-000423,CMP-NL-001,TXN-000396,invoice_to_payout,reconciled,55917.21,0.00,INR,1,BANK-20251128-000423,2025-12-07,,Neha Rao,Synthetic reconciliation record.,2025-12-09T17:30:00+05:30
REC-000424,CMP-NL-001,TXN-000401,bank_to_ledger,reconciled,305965.73,0.00,INR,1,BANK-20251128-000424,2025-12-06,,Rohit Menon,Synthetic reconciliation record.,2025-12-03T17:30:00+05:30
REC-000425,CMP-NL-001,TXN-000435,invoice_to_payout,reconciled,51936.18,0.00,INR,1,BANK-20251128-000425,2025-12-01,,Asha Nair,Synthetic reconciliation record.,2025-12-17T17:30:00+05:30
REC-000426,CMP-NL-001,TXN-000408,invoice_to_payout,reconciled,87904.40,0.00,INR,1,BANK-20251129-000426,2025-12-11,,Neha Rao,Synthetic reconciliation record.,2025-12-07T17:30:00+05:30
REC-000427,CMP-NL-001,TXN-000437,invoice_to_payout,reconciled,73147.55,0.00,INR,1,BANK-20251129-000427,2025-12-06,,Rohit Menon,Synthetic reconciliation record.,2025-12-12T17:30:00+05:30
REC-000428,CMP-NL-001,TXN-000386,bank_to_ledger,reconciled,263487.62,0.00,INR,1,BANK-20251130-000428,2025-12-11,,Neha Rao,Synthetic reconciliation record.,2025-12-08T17:30:00+05:30
REC-000429,CMP-NL-001,TXN-000426,card_to_receipt,reconciled,53501.34,0.00,INR,1,BANK-20251130-000429,2025-12-11,,Rohit Menon,Synthetic reconciliation record.,2025-12-05T17:30:00+05:30
REC-000430,CMP-NL-001,TXN-000431,card_to_receipt,unreconciled,0.00,39840.80,INR,0,,,missing_receipt,Rohit Menon,Synthetic reconciliation record.,2025-12-06T17:30:00+05:30
REC-000431,CMP-NL-001,TXN-000443,card_to_receipt,reconciled,927004.76,0.00,INR,1,BANK-20251202-000431,2025-12-06,,Neha Rao,Synthetic reconciliation record.,2025-12-14T17:30:00+05:30
REC-000432,CMP-NL-001,TXN-000398,card_to_receipt,reconciled,67420.70,0.00,INR,1,BANK-20251203-000432,2025-12-14,,Neha Rao,Synthetic reconciliation record.,2025-12-13T17:30:00+05:30
REC-000433,CMP-NL-001,TXN-000404,bank_to_ledger,reconciled,39086.70,0.00,INR,1,BANK-20251203-000433,2025-12-06,,Asha Nair,Synthetic reconciliation record.,2025-12-14T17:30:00+05:30
REC-000434,CMP-NL-001,TXN-000457,card_to_receipt,reconciled,136975.95,0.00,INR,1,BANK-20251203-000434,2025-12-15,,Kabir Shah,Synthetic reconciliation record.,2025-12-21T17:30:00+05:30
REC-000435,CMP-NL-001,TXN-000432,card_to_receipt,reconciled,87520.07,0.00,INR,1,BANK-20251204-000435,2025-12-10,,Rohit Menon,Synthetic reconciliation record.,2025-12-09T17:30:00+05:30
REC-000436,CMP-NL-001,TXN-000456,invoice_to_payout,reconciled,57582.50,0.00,INR,1,BANK-20251205-000436,2025-12-11,,Asha Nair,Synthetic reconciliation record.,2025-12-16T17:30:00+05:30
REC-000437,CMP-NL-001,TXN-000467,card_to_receipt,reconciled,40055.55,0.00,INR,1,BANK-20251206-000437,2025-12-16,,Neha Rao,Synthetic reconciliation record.,2025-12-23T17:30:00+05:30
REC-000438,CMP-NL-001,TXN-000477,card_to_receipt,reconciled,58466.87,0.00,INR,1,BANK-20251206-000438,2025-12-19,,Kabir Shah,Synthetic reconciliation record.,2025-12-21T17:30:00+05:30
REC-000439,CMP-NL-001,TXN-000478,invoice_to_payout,reconciled,41460.40,0.00,INR,1,BANK-20251206-000439,2025-12-20,,Rohit Menon,Synthetic reconciliation record.,2025-12-13T17:30:00+05:30
REC-000440,CMP-NL-001,TXN-000442,bank_to_ledger,reconciled,62798.11,0.00,INR,1,BANK-20251207-000440,2025-12-18,,Kabir Shah,Synthetic reconciliation record.,2025-12-18T17:30:00+05:30
REC-000441,CMP-NL-001,TXN-000466,card_to_receipt,partially_reconciled,59092.93,16893.36,INR,1,BANK-20251208-000441,,amount_mismatch,Rohit Menon,Synthetic reconciliation record.,2025-12-11T17:30:00+05:30
REC-000442,CMP-NL-001,TXN-000472,card_to_receipt,reconciled,359453.05,0.00,INR,1,BANK-20251208-000442,2025-12-13,,Neha Rao,Synthetic reconciliation record.,2025-12-25T17:30:00+05:30
REC-000443,CMP-NL-001,TXN-000471,invoice_to_payout,reconciled,239004.99,0.00,INR,1,BANK-20251210-000443,2025-12-25,,Neha Rao,Synthetic reconciliation record.,2025-12-21T17:30:00+05:30
REC-000444,CMP-NL-001,TXN-000470,card_to_receipt,reconciled,146958.52,0.00,INR,1,BANK-20251211-000444,2025-12-13,,Kabir Shah,Synthetic reconciliation record.,2025-12-13T17:30:00+05:30
REC-000445,CMP-NL-001,TXN-000459,card_to_receipt,reconciled,171002.86,0.00,INR,1,BANK-20251212-000445,2025-12-21,,Kabir Shah,Synthetic reconciliation record.,2025-12-23T17:30:00+05:30
REC-000446,CMP-NL-001,TXN-000479,bank_to_ledger,reconciled,53308.98,0.00,INR,1,BANK-20251213-000446,2025-12-25,,Kabir Shah,Synthetic reconciliation record.,2025-12-14T17:30:00+05:30
REC-000447,CMP-NL-001,TXN-000483,invoice_to_payout,reconciled,19930.96,0.00,INR,1,BANK-20251213-000447,2025-12-26,,Neha Rao,Synthetic reconciliation record.,2025-12-16T17:30:00+05:30
REC-000448,CMP-NL-001,TXN-000474,invoice_to_payout,partially_reconciled,98469.78,19595.71,INR,1,BANK-20251214-000448,,amount_mismatch,Rohit Menon,Synthetic reconciliation record.,2025-12-29T17:30:00+05:30
REC-000449,CMP-NL-001,TXN-000455,bank_to_ledger,reconciled,194640.15,0.00,INR,1,BANK-20251215-000449,2025-12-22,,Rohit Menon,Synthetic reconciliation record.,2025-12-20T17:30:00+05:30
REC-000450,CMP-NL-001,TXN-000469,invoice_to_payout,reconciled,334031.18,0.00,INR,1,BANK-20251216-000450,2025-12-26,,Asha Nair,Synthetic reconciliation record.,2025-12-25T17:30:00+05:30
REC-000451,CMP-NL-001,TXN-000473,invoice_to_payout,reconciled,436257.44,0.00,INR,1,BANK-20251216-000451,2025-12-28,,Kabir Shah,Synthetic reconciliation record.,2025-12-26T17:30:00+05:30
REC-000452,CMP-NL-001,TXN-000441,bank_to_ledger,reconciled,533908.59,0.00,INR,1,BANK-20251217-000452,2025-12-23,,Kabir Shah,Synthetic reconciliation record.,2025-12-21T17:30:00+05:30
REC-000453,CMP-NL-001,TXN-000446,bank_to_ledger,reconciled,498618.24,0.00,INR,1,BANK-20251217-000453,2025-12-28,,Neha Rao,Synthetic reconciliation record.,2025-12-27T17:30:00+05:30
REC-000454,CMP-NL-001,TXN-000480,invoice_to_payout,reconciled,45515.48,0.00,INR,1,BANK-20251217-000454,2025-12-18,,Asha Nair,Synthetic reconciliation record.,2025-12-27T17:30:00+05:30
REC-000455,CMP-NL-001,TXN-000475,invoice_to_payout,reconciled,12794.82,0.00,INR,1,BANK-20251218-000455,2026-01-02,,Rohit Menon,Synthetic reconciliation record.,2025-12-31T17:30:00+05:30
REC-000456,CMP-NL-001,TXN-000444,card_to_receipt,reconciled,272260.63,0.00,INR,1,BANK-20251219-000456,2025-12-21,,Neha Rao,Synthetic reconciliation record.,2026-01-08T17:30:00+05:30
REC-000457,CMP-NL-001,TXN-000451,card_to_receipt,reconciled,59190.94,0.00,INR,1,BANK-20251219-000457,2025-12-21,,Rohit Menon,Synthetic reconciliation record.,2026-01-01T17:30:00+05:30
REC-000458,CMP-NL-001,TXN-000485,invoice_to_payout,reconciled,130138.05,0.00,INR,1,BANK-20251219-000458,2025-12-28,,Rohit Menon,Synthetic reconciliation record.,2025-12-25T17:30:00+05:30
REC-000459,CMP-NL-001,TXN-000481,card_to_receipt,reconciled,66775.33,0.00,INR,1,BANK-20251220-000459,2025-12-27,,Asha Nair,Synthetic reconciliation record.,2025-12-28T17:30:00+05:30
REC-000460,CMP-NL-001,TXN-000465,bank_to_ledger,reconciled,73255.63,0.00,INR,1,BANK-20251221-000460,2025-12-27,,Neha Rao,Synthetic reconciliation record.,2026-01-01T17:30:00+05:30
REC-000461,CMP-NL-001,TXN-000476,invoice_to_payout,reconciled,31761.96,0.00,INR,1,BANK-20251221-000461,2026-01-02,,Kabir Shah,Synthetic reconciliation record.,2026-01-10T17:30:00+05:30
REC-000462,CMP-NL-001,TXN-000458,card_to_receipt,reconciled,113041.70,0.00,INR,1,BANK-20251222-000462,2026-01-03,,Neha Rao,Synthetic reconciliation record.,2026-01-04T17:30:00+05:30
REC-000463,CMP-NL-001,TXN-000463,bank_to_ledger,reconciled,175147.49,0.00,INR,1,BANK-20251222-000463,2025-12-26,,Asha Nair,Synthetic reconciliation record.,2026-01-02T17:30:00+05:30
REC-000464,CMP-NL-001,TXN-000454,card_to_receipt,reconciled,141479.89,0.00,INR,1,BANK-20251223-000464,2025-12-24,,Neha Rao,Synthetic reconciliation record.,2026-01-11T17:30:00+05:30
REC-000465,CMP-NL-001,TXN-000468,bank_to_ledger,reconciled,261153.21,0.00,INR,1,BANK-20251224-000465,2026-01-08,,Neha Rao,Synthetic reconciliation record.,2026-01-12T17:30:00+05:30
REC-000466,CMP-NL-001,TXN-000453,bank_to_ledger,reconciled,87134.40,0.00,INR,1,BANK-20251225-000466,2026-01-06,,Asha Nair,Synthetic reconciliation record.,2026-01-09T17:30:00+05:30
REC-000467,CMP-NL-001,TXN-000486,bank_to_ledger,reconciled,28948.38,0.00,INR,1,BANK-20251225-000467,2025-12-31,,Rohit Menon,Synthetic reconciliation record.,2025-12-30T17:30:00+05:30
REC-000468,CMP-NL-001,TXN-000449,card_to_receipt,reconciled,92532.03,0.00,INR,1,BANK-20251226-000468,2026-01-03,,Asha Nair,Synthetic reconciliation record.,2026-01-06T17:30:00+05:30
REC-000469,CMP-NL-001,TXN-000447,bank_to_ledger,reconciled,207262.72,0.00,INR,1,BANK-20251227-000469,2026-01-04,,Asha Nair,Synthetic reconciliation record.,2025-12-29T17:30:00+05:30
REC-000470,CMP-NL-001,TXN-000450,card_to_receipt,reconciled,72369.56,0.00,INR,1,BANK-20251228-000470,2026-01-07,,Asha Nair,Synthetic reconciliation record.,2025-12-29T17:30:00+05:30
REC-000471,CMP-NL-001,TXN-000461,bank_to_ledger,reconciled,958660.37,0.00,INR,1,BANK-20251228-000471,2026-01-06,,Kabir Shah,Synthetic reconciliation record.,2025-12-31T17:30:00+05:30
REC-000472,CMP-NL-001,TXN-000482,bank_to_ledger,reconciled,49850.63,0.00,INR,1,BANK-20251228-000472,2026-01-08,,Kabir Shah,Synthetic reconciliation record.,2025-12-30T17:30:00+05:30
REC-000473,CMP-NL-001,TXN-000452,invoice_to_payout,reconciled,148658.53,0.00,INR,1,BANK-20251229-000473,2026-01-01,,Neha Rao,Synthetic reconciliation record.,2026-01-13T17:30:00+05:30
REC-000474,CMP-NL-001,TXN-000484,bank_to_ledger,reconciled,103859.80,0.00,INR,1,BANK-20251231-000474,2026-01-15,,Asha Nair,Synthetic reconciliation record.,2026-01-05T17:30:00+05:30
REC-000475,CMP-NL-001,TXN-000462,bank_to_ledger,reconciled,160223.61,0.00,INR,1,BANK-20260101-000475,2026-01-08,,Neha Rao,Synthetic reconciliation record.,2026-01-19T17:30:00+05:30
REC-000476,CMP-NL-001,TXN-000464,invoice_to_payout,reconciled,90131.53,0.00,INR,1,BANK-20260101-000476,2026-01-09,,Asha Nair,Synthetic reconciliation record.,2026-01-19T17:30:00+05:30
REC-000477,CMP-NL-001,TXN-000460,invoice_to_payout,reconciled,140805.48,0.00,INR,1,BANK-20260102-000477,2026-01-03,,Asha Nair,Synthetic reconciliation record.,2026-01-17T17:30:00+05:30
REC-000478,CMP-NL-001,TXN-000513,card_to_receipt,reconciled,89073.61,0.00,INR,1,BANK-20260102-000478,2026-01-12,,Neha Rao,Synthetic reconciliation record.,2026-01-07T17:30:00+05:30
REC-000479,CMP-NL-001,TXN-000530,card_to_receipt,reconciled,23310.34,0.00,INR,1,BANK-20260102-000479,2026-01-05,,Kabir Shah,Synthetic reconciliation record.,2026-01-08T17:30:00+05:30
REC-000480,CMP-NL-001,TXN-000536,card_to_receipt,reconciled,33792.17,0.00,INR,1,BANK-20260102-000480,2026-01-16,,Asha Nair,Synthetic reconciliation record.,2026-01-17T17:30:00+05:30
REC-000481,CMP-NL-001,TXN-000445,card_to_receipt,reconciled,364667.89,0.00,INR,1,BANK-20260103-000481,2026-01-04,,Asha Nair,Synthetic reconciliation record.,2026-01-08T17:30:00+05:30
REC-000482,CMP-NL-001,TXN-000506,card_to_receipt,reconciled,134057.30,0.00,INR,1,BANK-20260103-000482,2026-01-08,,Asha Nair,Synthetic reconciliation record.,2026-01-05T17:30:00+05:30
REC-000483,CMP-NL-001,TXN-000507,bank_to_ledger,reconciled,336736.54,0.00,INR,1,BANK-20260104-000483,2026-01-18,,Kabir Shah,Synthetic reconciliation record.,2026-01-08T17:30:00+05:30
REC-000484,CMP-NL-001,TXN-000488,card_to_receipt,reconciled,184863.78,0.00,INR,1,BANK-20260105-000484,2026-01-09,,Kabir Shah,Synthetic reconciliation record.,2026-01-17T17:30:00+05:30
REC-000485,CMP-NL-001,TXN-000502,card_to_receipt,reconciled,46383.80,0.00,INR,1,BANK-20260106-000485,2026-01-20,,Rohit Menon,Synthetic reconciliation record.,2026-01-22T17:30:00+05:30
REC-000486,CMP-NL-001,TXN-000539,card_to_receipt,reconciled,11672.35,0.00,INR,1,BANK-20260106-000486,2026-01-20,,Kabir Shah,Synthetic reconciliation record.,2026-01-13T17:30:00+05:30
REC-000487,CMP-NL-001,TXN-000497,invoice_to_payout,unreconciled,0.00,153194.30,INR,0,,,timing_difference,Kabir Shah,Synthetic reconciliation record.,2026-01-21T17:30:00+05:30
REC-000488,CMP-NL-001,TXN-000500,invoice_to_payout,reconciled,67530.18,0.00,INR,1,BANK-20260107-000488,2026-01-21,,Asha Nair,Synthetic reconciliation record.,2026-01-24T17:30:00+05:30
REC-000489,CMP-NL-001,TXN-000504,card_to_receipt,reconciled,27730.50,0.00,INR,1,BANK-20260107-000489,2026-01-20,,Rohit Menon,Synthetic reconciliation record.,2026-01-25T17:30:00+05:30
REC-000490,CMP-NL-001,TXN-000522,invoice_to_payout,reconciled,93347.30,0.00,INR,1,BANK-20260107-000490,2026-01-17,,Asha Nair,Synthetic reconciliation record.,2026-01-17T17:30:00+05:30
REC-000491,CMP-NL-001,TXN-000509,bank_to_ledger,reconciled,117840.75,0.00,INR,1,BANK-20260109-000491,2026-01-22,,Neha Rao,Synthetic reconciliation record.,2026-01-10T17:30:00+05:30
REC-000492,CMP-NL-001,TXN-000514,bank_to_ledger,reconciled,1081357.33,0.00,INR,1,BANK-20260109-000492,2026-01-09,,Rohit Menon,Synthetic reconciliation record.,2026-01-19T17:30:00+05:30
REC-000493,CMP-NL-001,TXN-000520,bank_to_ledger,reconciled,236053.74,0.00,INR,1,BANK-20260110-000493,2026-01-21,,Neha Rao,Synthetic reconciliation record.,2026-01-18T17:30:00+05:30
REC-000494,CMP-NL-001,TXN-000541,bank_to_ledger,reconciled,28395.33,0.00,INR,1,BANK-20260110-000494,2026-01-24,,Kabir Shah,Synthetic reconciliation record.,2026-01-24T17:30:00+05:30
REC-000495,CMP-NL-001,TXN-000515,invoice_to_payout,reconciled,667551.40,0.00,INR,1,BANK-20260111-000495,2026-01-15,,Rohit Menon,Synthetic reconciliation record.,2026-01-21T17:30:00+05:30
REC-000496,CMP-NL-001,TXN-000534,card_to_receipt,reconciled,59394.10,0.00,INR,1,BANK-20260112-000496,2026-01-15,,Rohit Menon,Synthetic reconciliation record.,2026-01-15T17:30:00+05:30
REC-000497,CMP-NL-001,TXN-000490,bank_to_ledger,reconciled,23052.35,0.00,INR,1,BANK-20260113-000497,2026-01-13,,Kabir Shah,Synthetic reconciliation record.,2026-01-30T17:30:00+05:30
REC-000498,CMP-NL-001,TXN-000496,card_to_receipt,reconciled,184942.59,0.00,INR,1,BANK-20260113-000498,2026-01-17,,Rohit Menon,Synthetic reconciliation record.,2026-01-19T17:30:00+05:30
REC-000499,CMP-NL-001,TXN-000518,bank_to_ledger,reconciled,46576.77,0.00,INR,1,BANK-20260113-000499,2026-01-21,,Rohit Menon,Synthetic reconciliation record.,2026-01-31T17:30:00+05:30
REC-000500,CMP-NL-001,TXN-000493,bank_to_ledger,reconciled,29455.46,0.00,INR,1,BANK-20260114-000500,2026-01-26,,Kabir Shah,Synthetic reconciliation record.,2026-01-17T17:30:00+05:30
REC-000501,CMP-NL-001,TXN-000498,bank_to_ledger,reconciled,125940.60,0.00,INR,1,BANK-20260114-000501,2026-01-29,,Rohit Menon,Synthetic reconciliation record.,2026-01-28T17:30:00+05:30
REC-000502,CMP-NL-001,TXN-000511,invoice_to_payout,disputed,0.00,153463.98,INR,0,,,vendor_dispute,Neha Rao,Synthetic reconciliation record.,2026-01-25T17:30:00+05:30
REC-000503,CMP-NL-001,TXN-000516,bank_to_ledger,reconciled,100333.79,0.00,INR,1,BANK-20260114-000503,2026-01-15,,Rohit Menon,Synthetic reconciliation record.,2026-01-21T17:30:00+05:30
REC-000504,CMP-NL-001,TXN-000495,invoice_to_payout,reconciled,276184.08,0.00,INR,1,BANK-20260115-000504,2026-01-28,,Asha Nair,Synthetic reconciliation record.,2026-01-20T17:30:00+05:30
REC-000505,CMP-NL-001,TXN-000492,bank_to_ledger,unreconciled,0.00,254146.71,INR,0,,,missing_bank_match,Kabir Shah,Synthetic reconciliation record.,2026-02-02T17:30:00+05:30
REC-000506,CMP-NL-001,TXN-000525,invoice_to_payout,reconciled,212379.37,0.00,INR,1,BANK-20260116-000506,2026-01-28,,Neha Rao,Synthetic reconciliation record.,2026-01-24T17:30:00+05:30
REC-000507,CMP-NL-001,TXN-000542,bank_to_ledger,reconciled,106129.17,0.00,INR,1,BANK-20260116-000507,2026-01-21,,Neha Rao,Synthetic reconciliation record.,2026-01-27T17:30:00+05:30
REC-000508,CMP-NL-001,TXN-000487,bank_to_ledger,reconciled,143368.11,0.00,INR,1,BANK-20260117-000508,2026-01-31,,Asha Nair,Synthetic reconciliation record.,2026-01-21T17:30:00+05:30
REC-000509,CMP-NL-001,TXN-000499,invoice_to_payout,reconciled,38005.28,0.00,INR,1,BANK-20260117-000509,2026-01-24,,Asha Nair,Synthetic reconciliation record.,2026-01-26T17:30:00+05:30
REC-000510,CMP-NL-001,TXN-000521,card_to_receipt,reconciled,71799.94,0.00,INR,1,BANK-20260117-000510,2026-01-25,,Neha Rao,Synthetic reconciliation record.,2026-01-23T17:30:00+05:30
REC-000511,CMP-NL-001,TXN-000494,invoice_to_payout,reconciled,130364.19,0.00,INR,1,BANK-20260119-000511,2026-01-24,,Neha Rao,Synthetic reconciliation record.,2026-02-08T17:30:00+05:30
REC-000512,CMP-NL-001,TXN-000501,bank_to_ledger,disputed,0.00,139217.40,INR,0,,,vendor_dispute,Rohit Menon,Synthetic reconciliation record.,2026-01-30T17:30:00+05:30
REC-000513,CMP-NL-001,TXN-000517,card_to_receipt,unreconciled,0.00,108154.92,INR,0,,,timing_difference,Kabir Shah,Synthetic reconciliation record.,2026-02-08T17:30:00+05:30
REC-000514,CMP-NL-001,TXN-000532,card_to_receipt,disputed,0.00,131276.33,INR,0,,,vendor_dispute,Asha Nair,Synthetic reconciliation record.,2026-01-29T17:30:00+05:30
REC-000515,CMP-NL-001,TXN-000538,bank_to_ledger,reconciled,11651.86,0.00,INR,1,BANK-20260122-000515,2026-02-01,,Asha Nair,Synthetic reconciliation record.,2026-01-30T17:30:00+05:30
REC-000516,CMP-NL-001,TXN-000526,bank_to_ledger,reconciled,145870.92,0.00,INR,1,BANK-20260123-000516,2026-01-28,,Rohit Menon,Synthetic reconciliation record.,2026-02-11T17:30:00+05:30
REC-000517,CMP-NL-001,TXN-000531,invoice_to_payout,disputed,0.00,22324.74,INR,0,,,vendor_dispute,Asha Nair,Synthetic reconciliation record.,2026-02-09T17:30:00+05:30
REC-000518,CMP-NL-001,TXN-000527,invoice_to_payout,reconciled,474605.99,0.00,INR,1,BANK-20260124-000518,2026-02-04,,Asha Nair,Synthetic reconciliation record.,2026-02-06T17:30:00+05:30
REC-000519,CMP-NL-001,TXN-000519,card_to_receipt,reconciled,245591.87,0.00,INR,1,BANK-20260125-000519,2026-02-05,,Asha Nair,Synthetic reconciliation record.,2026-02-08T17:30:00+05:30
REC-000520,CMP-NL-001,TXN-000529,card_to_receipt,reconciled,53182.07,0.00,INR,1,BANK-20260126-000520,2026-01-30,,Neha Rao,Synthetic reconciliation record.,2026-02-03T17:30:00+05:30
REC-000521,CMP-NL-001,TXN-000489,card_to_receipt,reconciled,51881.79,0.00,INR,1,BANK-20260127-000521,2026-02-08,,Neha Rao,Synthetic reconciliation record.,2026-01-31T17:30:00+05:30
REC-000522,CMP-NL-001,TXN-000503,bank_to_ledger,reconciled,35691.05,0.00,INR,1,BANK-20260127-000522,2026-02-09,,Asha Nair,Synthetic reconciliation record.,2026-02-08T17:30:00+05:30
REC-000523,CMP-NL-001,TXN-000523,invoice_to_payout,reconciled,154140.19,0.00,INR,1,BANK-20260127-000523,2026-02-08,,Asha Nair,Synthetic reconciliation record.,2026-02-04T17:30:00+05:30
REC-000524,CMP-NL-001,TXN-000537,card_to_receipt,disputed,0.00,20656.10,INR,0,,,vendor_dispute,Neha Rao,Synthetic reconciliation record.,2026-02-15T17:30:00+05:30
