payout_id,company_id,vendor_id,invoice_transaction_id,scheduled_date,payout_date,payout_status,gross_amount,fee_amount,net_cash_outflow,currency,payment_method,bank_reference,invoice_reference,failure_reason,source_system,created_at
PAY-000392,CMP-NL-001,V0025,TXN-000415,2025-11-30,2025-11-15,completed,110435.07,149.34,110584.41,INR,UPI,UTR-251115-000392,INV-V0025-2511-5142,,AP Automation,2025-11-02T10:00:00+05:30
PAY-000358,CMP-NL-001,V0046,TXN-000376,2025-11-24,2025-11-16,completed,60862.50,41.78,60904.28,INR,UPI,UTR-251116-000358,INV-V0046-2510-5394,,AP Automation,2025-10-25T10:00:00+05:30
PAY-000396,CMP-NL-001,V0031,TXN-000419,2025-11-13,2025-11-16,completed,183956.92,107.28,184064.20,INR,IMPS,UTR-251116-000396,INV-V0031-2511-3313,,AP Automation,2025-11-09T10:00:00+05:30
PAY-000369,CMP-NL-001,V0005,TXN-000388,2025-11-18,2025-11-17,completed,357153.86,198.11,357351.97,INR,Corporate Card,UTR-251117-000369,INV-V0005-2511-5375,,AP Automation,2025-11-11T10:00:00+05:30
PAY-000324,CMP-NL-001,V0010,TXN-000339,2025-12-08,2025-11-19,completed,112157.62,118.40,112276.02,INR,NEFT,UTR-251119-000324,INV-V0010-2510-1314,,AP Automation,2025-10-26T10:00:00+05:30
PAY-000377,CMP-NL-001,V0014,TXN-000399,2025-12-15,2025-11-19,completed,102497.67,79.13,102576.80,INR,UPI,UTR-251119-000377,INV-V0014-2511-2320,,AP Automation,2025-11-18T10:00:00+05:30
PAY-000383,CMP-NL-001,V0017,TXN-000405,2025-11-15,2025-11-20,completed,47790.54,66.23,47856.77,INR,IMPS,UTR-251120-000383,INV-V0017-2511-8679,,AP Automation,2025-11-15T10:00:00+05:30
PAY-000393,CMP-NL-001,V0026,TXN-000416,2025-12-19,2025-11-20,completed,327124.36,256.43,327380.79,INR,NEFT,UTR-251120-000393,INV-V0026-2511-1736,,AP Automation,2025-11-07T10:00:00+05:30
PAY-000317,CMP-NL-001,V0003,TXN-000332,2025-12-10,2025-11-21,completed,303140.64,162.33,303302.97,INR,Corporate Card,UTR-251121-000317,INV-V0003-2510-4265,,AP Automation,2025-10-28T10:00:00+05:30
PAY-000343,CMP-NL-001,V0030,TXN-000361,2025-10-29,2025-11-21,completed,76363.18,102.28,76465.46,INR,ACH,UTR-251121-000343,INV-V0030-2510-3664,,AP Automation,2025-10-29T10:00:00+05:30
PAY-000370,CMP-NL-001,V0006,TXN-000389,2025-11-19,2025-11-21,completed,83894.16,109.64,84003.80,INR,UPI,UTR-251121-000370,INV-V0006-2511-4020,,AP Automation,2025-11-07T10:00:00+05:30
PAY-000375,CMP-NL-001,V0012,TXN-000397,2025-11-16,2025-11-21,completed,44023.03,46.15,44069.18,INR,UPI,UTR-251121-000375,INV-V0012-2511-8195,,AP Automation,2025-11-11T10:00:00+05:30
PAY-000400,CMP-NL-001,V0037,TXN-000423,2025-11-28,2025-11-21,completed,312858.56,310.93,313169.49,INR,ACH,UTR-251121-000400,INV-V0037-2511-5542,,AP Automation,2025-11-21T10:00:00+05:30
PAY-000405,CMP-NL-001,V0041,TXN-000428,2025-11-23,2025-11-21,completed,62027.09,77.26,62104.35,INR,IMPS,UTR-251121-000405,INV-V0041-2511-7484,,AP Automation,2025-11-11T10:00:00+05:30
PAY-000406,CMP-NL-001,V0041,TXN-000429,2025-11-19,2025-11-21,completed,55775.46,82.60,55858.06,INR,RTGS,UTR-251121-000406,INV-V0041-2511-9569,,AP Automation,2025-11-04T10:00:00+05:30
PAY-000315,CMP-NL-001,V0001,TXN-000330,2025-11-04,2025-11-22,completed,212782.28,160.77,212943.05,INR,IMPS,UTR-251122-000315,INV-V0001-2510-6687,,AP Automation,2025-11-04T10:00:00+05:30
PAY-000373,CMP-NL-001,V0010,TXN-000394,2025-12-29,2025-11-22,completed,101922.93,112.78,102035.71,INR,ACH,UTR-251122-000373,INV-V0010-2511-3382,,AP Automation,2025-11-14T10:00:00+05:30
PAY-000395,CMP-NL-001,V0029,TXN-000418,2025-12-12,2025-11-23,completed,161756.01,116.30,161872.31,INR,UPI,UTR-251123-000395,INV-V0029-2511-3504,,AP Automation,2025-11-12T10:00:00+05:30
PAY-000402,CMP-NL-001,V0039,TXN-000425,2025-11-30,2025-11-23,completed,65197.48,73.67,65271.15,INR,ACH,UTR-251123-000402,INV-V0039-2511-1658,,AP Automation,2025-11-01T10:00:00+05:30
PAY-000389,CMP-NL-001,V0023,TXN-000412,2025-12-06,2025-11-24,completed,65598.18,78.85,65677.03,INR,UPI,UTR-251124-000389,INV-V0023-2511-2070,,AP Automation,2025-11-06T10:00:00+05:30
PAY-000372,CMP-NL-001,V0008,TXN-000392,2025-12-13,2025-11-25,completed,77583.36,92.05,77675.41,INR,ACH,UTR-251125-000372,INV-V0008-2511-6124,,AP Automation,2025-11-14T10:00:00+05:30
PAY-000381,CMP-NL-001,V0016,TXN-000403,2025-12-09,2025-11-25,completed,162342.04,104.37,162446.41,INR,UPI,UTR-251125-000381,INV-V0016-2511-6810,,AP Automation,2025-11-12T10:00:00+05:30
PAY-000368,CMP-NL-001,V0004,TXN-000387,2025-11-15,2025-11-26,completed,500007.67,129.02,500136.69,INR,UPI,UTR-251126-000368,INV-V0004-2511-6830,,AP Automation,2025-11-09T10:00:00+05:30
PAY-000384,CMP-NL-001,V0018,TXN-000407,2025-12-22,2025-11-27,completed,60295.79,71.87,60367.66,INR,IMPS,UTR-251127-000384,INV-V0018-2511-4842,,AP Automation,2025-11-08T10:00:00+05:30
PAY-000394,CMP-NL-001,V0027,TXN-000417,2025-11-23,2025-11-27,completed,576802.42,421.51,577223.93,INR,NEFT,UTR-251127-000394,INV-V0027-2511-2784,,AP Automation,2025-11-16T10:00:00+05:30
PAY-000415,CMP-NL-001,V0054,TXN-000438,2025-11-04,2025-11-27,completed,121593.02,73.34,121666.36,INR,RTGS,UTR-251127-000415,INV-V0054-2511-4782,,AP Automation,2025-11-04T10:00:00+05:30
PAY-000410,CMP-NL-001,V0045,TXN-000433,2025-11-19,2025-11-28,completed,58158.53,39.56,58198.09,INR,RTGS,UTR-251128-000410,INV-V0045-2511-8527,,AP Automation,2025-11-07T10:00:00+05:30
PAY-000365,CMP-NL-001,V0002,TXN-000384,2025-12-09,2025-11-29,completed,76681.31,64.37,76745.68,INR,NEFT,UTR-251129-000365,INV-V0002-2511-4995,,AP Automation,2025-11-09T10:00:00+05:30
PAY-000390,CMP-NL-001,V0023,TXN-000413,2025-12-18,2025-11-29,completed,38758.99,35.99,38794.98,INR,RTGS,UTR-251129-000390,INV-V0023-2511-5523,,AP Automation,2025-11-19T10:00:00+05:30
PAY-000401,CMP-NL-001,V0038,TXN-000424,2025-12-13,2025-11-29,completed,298173.63,258.62,298432.25,INR,UPI,UTR-251129-000401,INV-V0038-2511-9759,,AP Automation,2025-11-16T10:00:00+05:30
PAY-000398,CMP-NL-001,V0035,TXN-000421,2026-01-01,2025-11-30,completed,131226.32,192.09,131418.41,INR,RTGS,UTR-251130-000398,INV-V0035-2511-6939,,AP Automation,2025-11-18T10:00:00+05:30
PAY-000397,CMP-NL-001,V0035,TXN-000420,2026-01-11,2025-12-01,completed,161265.65,44.23,161309.88,INR,ACH,UTR-251201-000397,INV-V0035-2511-2184,,AP Automation,2025-11-27T10:00:00+05:30
PAY-000366,CMP-NL-001,V0003,TXN-000385,2026-01-09,2025-12-02,completed,670345.51,790.02,671135.53,INR,IMPS,UTR-251202-000366,INV-V0003-2511-2687,,AP Automation,2025-11-27T10:00:00+05:30
PAY-000411,CMP-NL-001,V0046,TXN-000434,2025-12-16,2025-12-02,completed,93823.19,41.63,93864.82,INR,Corporate Card,UTR-251202-000411,INV-V0046-2511-4118,,AP Automation,2025-11-19T10:00:00+05:30
PAY-000374,CMP-NL-001,V0012,TXN-000396,2025-12-05,2025-12-03,completed,55917.21,59.13,55976.34,INR,NEFT,UTR-251203-000374,INV-V0012-2511-9363,,AP Automation,2025-11-28T10:00:00+05:30
PAY-000391,CMP-NL-001,V0024,TXN-000414,2025-12-02,2025-12-04,completed,64958.66,89.13,65047.79,INR,ACH,UTR-251204-000391,INV-V0024-2511-4551,,AP Automation,2025-11-18T10:00:00+05:30
PAY-000371,CMP-NL-001,V0007,TXN-000391,2025-12-09,2025-12-05,completed,101904.45,43.12,101947.57,INR,UPI,UTR-251205-000371,INV-V0007-2511-3723,,AP Automation,2025-11-27T10:00:00+05:30
PAY-000399,CMP-NL-001,V0036,TXN-000422,2025-11-26,2025-12-05,reversed,147859.00,0.00,0.00,INR,ACH,UTR-251205-000399,INV-V0036-2511-9993,,AP Automation,2025-11-26T10:00:00+05:30
PAY-000408,CMP-NL-001,V0042,TXN-000431,2025-12-06,2025-12-06,completed,39840.80,8.68,39849.48,INR,NEFT,UTR-251206-000408,INV-V0042-2511-4966,,AP Automation,2025-12-01T10:00:00+05:30
PAY-000417,CMP-NL-001,V0056,TXN-000440,2026-01-05,2025-12-08,completed,28264.70,40.03,28304.73,INR,UPI,UTR-251208-000417,INV-V0056-2511-3645,,AP Automation,2025-11-24T10:00:00+05:30
PAY-000413,CMP-NL-001,V0051,TXN-000436,2025-11-27,2025-12-09,completed,20051.54,29.75,20081.29,INR,IMPS,UTR-251209-000413,INV-V0051-2511-9877,,AP Automation,2025-11-20T10:00:00+05:30
PAY-000416,CMP-NL-001,V0055,TXN-000439,2025-12-08,2025-12-09,completed,112492.57,132.08,112624.65,INR,RTGS,UTR-251209-000416,INV-V0055-2511-4724,,AP Automation,2025-11-24T10:00:00+05:30
PAY-000385,CMP-NL-001,V0019,TXN-000408,2025-12-11,2025-12-11,completed,87904.40,62.45,87966.85,INR,UPI,UTR-251211-000385,INV-V0019-2511-6795,,AP Automation,2025-11-29T10:00:00+05:30
PAY-000446,CMP-NL-001,V0035,TXN-000471,2026-01-21,2025-12-12,completed,239004.99,246.69,239251.68,INR,RTGS,UTR-251212-000446,INV-V0035-2512-9127,,AP Automation,2025-12-10T10:00:00+05:30
PAY-000376,CMP-NL-001,V0013,TXN-000398,2025-12-18,2025-12-13,completed,67420.70,68.40,67489.10,INR,IMPS,UTR-251213-000376,INV-V0013-2511-2274,,AP Automation,2025-12-03T10:00:00+05:30
PAY-000378,CMP-NL-001,V0014,TXN-000400,2025-12-26,2025-12-13,completed,34660.05,30.37,34690.42,INR,ACH,UTR-251213-000378,INV-V0014-2511-9136,,AP Automation,2025-11-26T10:00:00+05:30
PAY-000420,CMP-NL-001,V0003,TXN-000443,2026-01-14,2025-12-15,completed,927004.76,186.76,927191.52,INR,UPI,UTR-251215-000420,INV-V0003-2512-1142,,AP Automation,2025-12-02T10:00:00+05:30
PAY-000453,CMP-NL-001,V0045,TXN-000479,2025-12-28,2025-12-15,completed,53308.98,21.61,53330.59,INR,IMPS,UTR-251215-000453,INV-V0045-2512-4446,,AP Automation,2025-12-13T10:00:00+05:30
PAY-000367,CMP-NL-001,V0003,TXN-000386,2026-01-13,2025-12-16,completed,263487.62,385.57,263873.19,INR,NEFT,UTR-251216-000367,INV-V0003-2511-1235,,AP Automation,2025-11-30T10:00:00+05:30
PAY-000412,CMP-NL-001,V0050,TXN-000435,2026-01-12,2025-12-16,completed,51936.18,76.83,52013.01,INR,Corporate Card,UTR-251216-000412,INV-V0050-2511-7682,,AP Automation,2025-11-28T10:00:00+05:30
PAY-000442,CMP-NL-001,V0025,TXN-000467,2026-01-04,2025-12-16,completed,40055.55,10.04,40065.59,INR,NEFT,UTR-251216-000442,INV-V0025-2512-4067,,AP Automation,2025-12-06T10:00:00+05:30
PAY-000457,CMP-NL-001,V0051,TXN-000483,2025-12-20,2025-12-16,completed,19930.96,12.03,19942.99,INR,NEFT,UTR-251216-000457,INV-V0051-2512-6961,,AP Automation,2025-12-13T10:00:00+05:30
PAY-000427,CMP-NL-001,V0011,TXN-000451,2025-12-19,2025-12-19,completed,59190.94,85.50,59276.44,INR,Corporate Card,UTR-251219-000427,INV-V0011-2512-1736,,AP Automation,2025-12-19T10:00:00+05:30
PAY-000459,CMP-NL-001,V0055,TXN-000485,2026-01-03,2025-12-20,failed,130138.05,0.00,0.00,INR,NEFT,UTR-251220-000459,INV-V0055-2512-2640,Beneficiary bank rejected,AP Automation,2025-12-19T10:00:00+05:30
PAY-000379,CMP-NL-001,V0015,TXN-000401,2025-11-28,2025-12-21,completed,305965.73,305.09,306270.82,INR,UPI,UTR-251221-000379,INV-V0015-2511-8705,,AP Automation,2025-11-28T10:00:00+05:30
PAY-000419,CMP-NL-001,V0002,TXN-000442,2026-01-05,2025-12-21,completed,62798.11,46.40,62844.51,INR,RTGS,UTR-251221-000419,INV-V0002-2512-2283,,AP Automation,2025-12-07T10:00:00+05:30
PAY-000449,CMP-NL-001,V0041,TXN-000474,2025-12-26,2025-12-21,completed,118065.49,92.66,118158.15,INR,Corporate Card,UTR-251221-000449,INV-V0041-2512-5191,,AP Automation,2025-12-14T10:00:00+05:30
PAY-000409,CMP-NL-001,V0043,TXN-000432,2025-12-04,2025-12-22,completed,87520.07,113.13,87633.20,INR,UPI,UTR-251222-000409,INV-V0043-2511-2889,,AP Automation,2025-12-04T10:00:00+05:30
PAY-000421,CMP-NL-001,V0004,TXN-000444,2025-12-26,2025-12-22,completed,272260.63,349.65,272610.28,INR,Corporate Card,UTR-251222-000421,INV-V0004-2512-3874,,AP Automation,2025-12-19T10:00:00+05:30
PAY-000403,CMP-NL-001,V0039,TXN-000426,2025-12-29,2025-12-23,completed,53501.34,17.77,53519.11,INR,NEFT,UTR-251223-000403,INV-V0039-2511-6007,,AP Automation,2025-11-30T10:00:00+05:30
PAY-000414,CMP-NL-001,V0052,TXN-000437,2025-12-05,2025-12-23,completed,73147.55,82.02,73229.57,INR,RTGS,UTR-251223-000414,INV-V0052-2511-9353,,AP Automation,2025-11-29T10:00:00+05:30
PAY-000444,CMP-NL-001,V0026,TXN-000469,2026-01-30,2025-12-23,completed,334031.18,99.57,334130.75,INR,RTGS,UTR-251223-000444,INV-V0026-2512-6402,,AP Automation,2025-12-16T10:00:00+05:30
PAY-000448,CMP-NL-001,V0038,TXN-000473,2026-01-15,2025-12-23,completed,436257.44,517.36,436774.80,INR,RTGS,UTR-251223-000448,INV-V0038-2512-3393,,AP Automation,2025-12-16T10:00:00+05:30
PAY-000430,CMP-NL-001,V0014,TXN-000454,2026-01-20,2025-12-24,completed,141479.89,133.32,141613.21,INR,UPI,UTR-251224-000430,INV-V0014-2512-8371,,AP Automation,2025-12-23T10:00:00+05:30
PAY-000432,CMP-NL-001,V0015,TXN-000456,2025-12-05,2025-12-25,completed,57582.50,65.97,57648.47,INR,NEFT,UTR-251225-000432,INV-V0015-2512-6193,,AP Automation,2025-12-05T10:00:00+05:30
PAY-000447,CMP-NL-001,V0037,TXN-000472,2025-12-13,2025-12-25,failed,359453.05,0.00,0.00,INR,IMPS,UTR-251225-000447,INV-V0037-2512-1178,Daily payment limit exceeded,AP Automation,2025-12-08T10:00:00+05:30
PAY-000451,CMP-NL-001,V0043,TXN-000477,2025-12-06,2025-12-25,completed,58466.87,19.74,58486.61,INR,ACH,UTR-251225-000451,INV-V0043-2512-5154,,AP Automation,2025-12-06T10:00:00+05:30
PAY-000382,CMP-NL-001,V0017,TXN-000404,2025-12-03,2025-12-26,completed,39086.70,33.85,39120.55,INR,ACH,UTR-251226-000382,INV-V0017-2511-7034,,AP Automation,2025-12-03T10:00:00+05:30
PAY-000434,CMP-NL-001,V0018,TXN-000459,2026-01-25,2025-12-26,completed,171002.86,131.08,171133.94,INR,IMPS,UTR-251226-000434,INV-V0018-2512-7642,,AP Automation,2025-12-12T10:00:00+05:30
PAY-000452,CMP-NL-001,V0043,TXN-000478,2025-12-06,2025-12-27,completed,41460.40,20.34,41480.74,INR,UPI,UTR-251227-000452,INV-V0043-2512-3602,,AP Automation,2025-12-06T10:00:00+05:30
PAY-000423,CMP-NL-001,V0006,TXN-000446,2025-12-29,2025-12-30,completed,498618.24,363.94,498982.18,INR,UPI,UTR-251230-000423,INV-V0006-2512-2455,,AP Automation,2025-12-17T10:00:00+05:30
PAY-000441,CMP-NL-001,V0024,TXN-000466,2025-12-22,2025-12-30,completed,75986.29,67.11,76053.40,INR,NEFT,UTR-251230-000441,INV-V0024-2512-6879,,AP Automation,2025-12-08T10:00:00+05:30
PAY-000455,CMP-NL-001,V0047,TXN-000481,2025-12-24,2025-12-31,completed,66775.33,62.17,66837.50,INR,NEFT,UTR-251231-000455,INV-V0047-2512-3371,,AP Automation,2025-12-20T10:00:00+05:30
PAY-000456,CMP-NL-001,V0050,TXN-000482,2026-02-09,2025-12-31,completed,49850.63,35.91,49886.54,INR,NEFT,UTR-251231-000456,INV-V0050-2512-1051,,AP Automation,2025-12-28T10:00:00+05:30
PAY-000429,CMP-NL-001,V0013,TXN-000453,2026-01-09,2026-01-01,completed,87134.40,32.90,87167.30,INR,UPI,UTR-260101-000429,INV-V0013-2512-3078,,AP Automation,2025-12-25T10:00:00+05:30
PAY-000445,CMP-NL-001,V0029,TXN-000470,2026-01-07,2026-01-02,completed,146958.52,33.57,146992.09,INR,RTGS,UTR-260102-000445,INV-V0029-2512-5934,,AP Automation,2025-12-11T10:00:00+05:30
PAY-000454,CMP-NL-001,V0047,TXN-000480,2025-12-24,2026-01-02,completed,45515.48,37.52,45553.00,INR,NEFT,UTR-260102-000454,INV-V0047-2512-7486,,AP Automation,2025-12-17T10:00:00+05:30
PAY-000433,CMP-NL-001,V0017,TXN-000458,2025-12-22,2026-01-04,failed,113041.70,0.00,0.00,INR,UPI,UTR-260104-000433,INV-V0017-2512-9241,Daily payment limit exceeded,AP Automation,2025-12-22T10:00:00+05:30
PAY-000506,CMP-NL-001,V0047,TXN-000536,2026-01-07,2026-01-04,completed,33792.17,17.38,33809.55,INR,NEFT,UTR-260104-000506,INV-V0047-2601-3175,,AP Automation,2026-01-02T10:00:00+05:30
PAY-000440,CMP-NL-001,V0024,TXN-000465,2026-01-03,2026-01-05,completed,73255.63,90.64,73346.27,INR,RTGS,UTR-260105-000440,INV-V0024-2512-9521,,AP Automation,2025-12-21T10:00:00+05:30
PAY-000485,CMP-NL-001,V0020,TXN-000513,2026-01-31,2026-01-06,completed,89073.61,42.14,89115.75,INR,IMPS,UTR-260106-000485,INV-V0020-2601-2482,,AP Automation,2026-01-02T10:00:00+05:30
PAY-000450,CMP-NL-001,V0042,TXN-000476,2025-12-26,2026-01-07,completed,31761.96,11.49,31773.45,INR,NEFT,UTR-260107-000450,INV-V0042-2512-4337,,AP Automation,2025-12-21T10:00:00+05:30
PAY-000509,CMP-NL-001,V0051,TXN-000539,2026-01-11,2026-01-07,completed,11672.35,13.86,11686.21,INR,Corporate Card,UTR-260107-000509,INV-V0051-2601-2465,,AP Automation,2026-01-06T10:00:00+05:30
PAY-000418,CMP-NL-001,V0001,TXN-000441,2025-12-17,2026-01-08,completed,533908.59,705.02,534613.61,INR,NEFT,UTR-260108-000418,INV-V0001-2512-1528,,AP Automation,2025-12-17T10:00:00+05:30
PAY-000422,CMP-NL-001,V0005,TXN-000445,2026-01-10,2026-01-08,completed,364667.89,250.09,364917.98,INR,UPI,UTR-260108-000422,INV-V0005-2512-8850,,AP Automation,2026-01-03T10:00:00+05:30
PAY-000431,CMP-NL-001,V0015,TXN-000455,2025-12-15,2026-01-08,completed,194640.15,118.28,194758.43,INR,ACH,UTR-260108-000431,INV-V0015-2512-5465,,AP Automation,2025-12-15T10:00:00+05:30
PAY-000426,CMP-NL-001,V0010,TXN-000450,2026-02-10,2026-01-12,completed,72369.56,24.42,72393.98,INR,ACH,UTR-260112-000426,INV-V0010-2512-9613,,AP Automation,2025-12-28T10:00:00+05:30
PAY-000438,CMP-NL-001,V0022,TXN-000463,2026-01-21,2026-01-12,reversed,175147.49,0.00,0.00,INR,IMPS,UTR-260112-000438,INV-V0022-2512-3721,,AP Automation,2025-12-22T10:00:00+05:30
PAY-000443,CMP-NL-001,V0026,TXN-000468,2026-02-05,2026-01-12,completed,261153.21,149.30,261302.51,INR,ACH,UTR-260112-000443,INV-V0026-2512-1739,,AP Automation,2025-12-24T10:00:00+05:30
PAY-000425,CMP-NL-001,V0009,TXN-000449,2026-01-07,2026-01-13,completed,92532.03,120.69,92652.72,INR,ACH,UTR-260113-000425,INV-V0009-2512-3713,,AP Automation,2025-12-26T10:00:00+05:30
PAY-000439,CMP-NL-001,V0023,TXN-000464,2026-01-29,2026-01-14,completed,90131.53,120.79,90252.32,INR,Corporate Card,UTR-260114-000439,INV-V0023-2512-9862,,AP Automation,2026-01-01T10:00:00+05:30
PAY-000458,CMP-NL-001,V0054,TXN-000484,2025-12-31,2026-01-15,completed,103859.80,52.81,103912.61,INR,Corporate Card,UTR-260115-000458,INV-V0054-2512-4146,,AP Automation,2025-12-31T10:00:00+05:30
PAY-000460,CMP-NL-001,V0056,TXN-000486,2026-02-08,2026-01-16,completed,28948.38,11.28,28959.66,INR,IMPS,UTR-260116-000460,INV-V0056-2512-1217,,AP Automation,2025-12-25T10:00:00+05:30
PAY-000490,CMP-NL-001,V0025,TXN-000518,2026-02-09,2026-01-16,completed,46576.77,62.21,46638.98,INR,RTGS,UTR-260116-000490,INV-V0025-2601-2822,,AP Automation,2026-01-13T10:00:00+05:30
PAY-000437,CMP-NL-001,V0022,TXN-000462,2026-01-31,2026-01-17,completed,160223.61,174.53,160398.14,INR,UPI,UTR-260117-000437,INV-V0022-2512-9346,,AP Automation,2026-01-01T10:00:00+05:30
PAY-000501,CMP-NL-001,V0043,TXN-000530,2026-01-02,2026-01-17,completed,23310.34,31.75,23342.09,INR,ACH,UTR-260117-000501,INV-V0043-2601-8264,,AP Automation,2026-01-02T10:00:00+05:30
PAY-000488,CMP-NL-001,V0023,TXN-000516,2026-02-10,2026-01-18,completed,100333.79,144.16,100477.95,INR,NEFT,UTR-260118-000488,INV-V0023-2601-4081,,AP Automation,2026-01-14T10:00:00+05:30
PAY-000424,CMP-NL-001,V0007,TXN-000447,2026-01-11,2026-01-19,completed,207262.72,118.92,207381.64,INR,UPI,UTR-260119-000424,INV-V0007-2512-5102,,AP Automation,2025-12-27T10:00:00+05:30
PAY-000435,CMP-NL-001,V0019,TXN-000460,2026-01-16,2026-01-20,completed,140805.48,138.92,140944.40,INR,UPI,UTR-260120-000435,INV-V0019-2512-2639,,AP Automation,2026-01-02T10:00:00+05:30
PAY-000436,CMP-NL-001,V0021,TXN-000461,2025-12-28,2026-01-20,completed,958660.37,1080.13,959740.50,INR,UPI,UTR-260120-000436,INV-V0021-2512-3694,,AP Automation,2025-12-28T10:00:00+05:30
PAY-000474,CMP-NL-001,V0011,TXN-000502,2026-01-06,2026-01-20,completed,46383.80,25.67,46409.47,INR,IMPS,UTR-260120-000474,INV-V0011-2601-1586,,AP Automation,2026-01-06T10:00:00+05:30
PAY-000467,CMP-NL-001,V0004,TXN-000494,2026-01-26,2026-01-21,completed,130364.19,36.73,130400.92,INR,UPI,UTR-260121-000467,INV-V0004-2601-7570,,AP Automation,2026-01-19T10:00:00+05:30
PAY-000511,CMP-NL-001,V0052,TXN-000541,2026-01-16,2026-01-21,completed,28395.33,30.49,28425.82,INR,IMPS,UTR-260121-000511,INV-V0052-2601-5341,,AP Automation,2026-01-10T10:00:00+05:30
PAY-000428,CMP-NL-001,V0012,TXN-000452,2026-01-03,2026-01-22,completed,148658.53,184.99,148843.52,INR,IMPS,UTR-260122-000428,INV-V0012-2512-9408,,AP Automation,2025-12-29T10:00:00+05:30
PAY-000468,CMP-NL-001,V0005,TXN-000495,2026-01-21,2026-01-22,completed,276184.08,341.14,276525.22,INR,Corporate Card,UTR-260122-000468,INV-V0005-2601-5313,,AP Automation,2026-01-15T10:00:00+05:30
PAY-000473,CMP-NL-001,V0010,TXN-000501,2026-03-05,2026-01-23,completed,139217.40,61.87,139279.27,INR,ACH,UTR-260123-000473,INV-V0010-2601-6009,,AP Automation,2026-01-20T10:00:00+05:30
PAY-000479,CMP-NL-001,V0015,TXN-000507,2026-01-04,2026-01-23,completed,336736.54,133.49,336870.03,INR,ACH,UTR-260123-000479,INV-V0015-2601-6383,,AP Automation,2026-01-04T10:00:00+05:30
PAY-000492,CMP-NL-001,V0027,TXN-000520,2026-01-14,2026-01-23,completed,236053.74,81.40,236135.14,INR,Corporate Card,UTR-260123-000492,INV-V0027-2601-9479,,AP Automation,2026-01-10T10:00:00+05:30
PAY-000466,CMP-NL-001,V0003,TXN-000492,2026-02-28,2026-01-24,completed,254146.71,77.21,254223.92,INR,NEFT,UTR-260124-000466,INV-V0003-2601-9479,,AP Automation,2026-01-16T10:00:00+05:30
PAY-000469,CMP-NL-001,V0007,TXN-000497,2026-01-21,2026-01-24,completed,153194.30,65.64,153259.94,INR,ACH,UTR-260124-000469,INV-V0007-2601-4718,,AP Automation,2026-01-07T10:00:00+05:30
PAY-000478,CMP-NL-001,V0014,TXN-000506,2026-02-02,2026-01-24,completed,134057.30,116.41,134173.71,INR,NEFT,UTR-260124-000478,INV-V0014-2601-3921,,AP Automation,2026-01-03T10:00:00+05:30
PAY-000481,CMP-NL-001,V0016,TXN-000509,2026-02-07,2026-01-25,completed,117840.75,36.06,117876.81,INR,Corporate Card,UTR-260125-000481,INV-V0016-2601-5216,,AP Automation,2026-01-09T10:00:00+05:30
PAY-000500,CMP-NL-001,V0042,TXN-000529,2026-01-30,2026-01-27,completed,53182.07,33.32,53215.39,INR,UPI,UTR-260127-000500,INV-V0042-2601-1490,,AP Automation,2026-01-26T10:00:00+05:30
PAY-000505,CMP-NL-001,V0045,TXN-000534,2026-01-27,2026-01-27,completed,59394.10,72.50,59466.60,INR,UPI,UTR-260127-000505,INV-V0045-2601-7624,,AP Automation,2026-01-12T10:00:00+05:30
PAY-000507,CMP-NL-001,V0050,TXN-000537,2026-03-12,2026-01-27,completed,20656.10,25.73,20681.83,INR,Corporate Card,UTR-260127-000507,INV-V0050-2601-5271,,AP Automation,2026-01-27T10:00:00+05:30
PAY-000486,CMP-NL-001,V0021,TXN-000514,2026-01-09,2026-01-28,completed,1081357.33,1207.41,1082564.74,INR,RTGS,UTR-260128-000486,INV-V0021-2601-3079,,AP Automation,2026-01-09T10:00:00+05:30
PAY-000493,CMP-NL-001,V0029,TXN-000521,2026-02-16,2026-01-28,completed,71799.94,47.22,71847.16,INR,IMPS,UTR-260128-000493,INV-V0029-2601-1445,,AP Automation,2026-01-17T10:00:00+05:30
PAY-000462,CMP-NL-001,V0001,TXN-000488,2026-01-05,2026-01-29,completed,184863.78,226.50,185090.28,INR,IMPS,UTR-260129-000462,INV-V0001-2601-6699,,AP Automation,2026-01-05T10:00:00+05:30
PAY-000494,CMP-NL-001,V0029,TXN-000522,2026-02-05,2026-01-29,completed,93347.30,86.20,93433.50,INR,ACH,UTR-260129-000494,INV-V0029-2601-6471,,AP Automation,2026-01-07T10:00:00+05:30
PAY-000476,CMP-NL-001,V0012,TXN-000504,2026-01-11,2026-01-30,completed,27730.50,26.21,27756.71,INR,IMPS,UTR-260130-000476,INV-V0012-2601-6463,,AP Automation,2026-01-07T10:00:00+05:30
PAY-000483,CMP-NL-001,V0018,TXN-000511,2026-02-28,2026-01-30,completed,153463.98,219.29,153683.27,INR,UPI,UTR-260130-000483,INV-V0018-2601-9424,,AP Automation,2026-01-14T10:00:00+05:30
PAY-000491,CMP-NL-001,V0027,TXN-000519,2026-01-29,2026-01-30,completed,245591.87,219.09,245810.96,INR,IMPS,UTR-260130-000491,INV-V0027-2601-7720,,AP Automation,2026-01-25T10:00:00+05:30
